--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|วัสดุ             |คำอธิบายวัสดุ                           |Plnt|SLoc|S|เลขที่สต็อคพิเศษ        |SL|แบทช์     |BUn|         ที่ใช้ได้|     การส่ง/การโอน|ในการตรวจสอบคุณภาพ|    การใช้ที่จำกัด|             ระงับ|            ส่งคืน|
|1-50-005-0009     |แบตเตอรี่ชำรุดขนาดใหญ่ตั้งแต่120Aขึ้นไป |D040|4002| |                        |  |          |EA |               34 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0009     |แบตเตอรี่ชำรุดขนาดใหญ่ตั้งแต่120Aขึ้นไป |D060|4002| |                        |  |          |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0009     |แบตเตอรี่ชำรุดขนาดใหญ่ตั้งแต่120Aขึ้นไป |D120|4002| |                        |  |          |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0010     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด7.50/14 ลงมา  |D010|5001| |                        |  |          |EA |               72 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0010     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด7.50/14 ลงมา  |D040|4002| |                        |  |          |EA |                8 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0010     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด7.50/14 ลงมา  |D070|4002| |                        |  |          |EA |                3 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D010|5001| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D020|5001| |                        |  |          |EA |               28 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D040|4002| |                        |  |          |EA |               24 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D070|4002| |                        |  |          |EA |               42 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D090|4002| |                        |  |          |EA |               35 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D100|4002| |                        |  |          |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0011     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/15,7.50/16|D120|4002| |                        |  |          |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0012     |ยางรถยนต์ชำรุดตั้งแต่ขนาด7.50/17-7.50/19|D010|5001| |                        |  |          |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0013     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด8.25/20 ขึ้นไป|D040|4002| |                        |  |          |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0013     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด8.25/20 ขึ้นไป|D070|4002| |                        |  |          |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0013     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด8.25/20 ขึ้นไป|D090|4002| |                        |  |          |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0013     |ยางรถยนต์ชำรุด ตั้งแต่ขนาด8.25/20 ขึ้นไป|D100|4002| |                        |  |          |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0014     |ยางรถยกชำรุด ตั้งแต่ขนาด 6.5/8-9/10     |D070|4002| |                        |  |          |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0015     |ยางรถยกชำรุดตั้งแต่ขนาดมากกว่า9/10ขึ้นไป|D040|4002| |                        |  |          |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-50-005-0015     |ยางรถยกชำรุดตั้งแต่ขนาดมากกว่า9/10ขึ้นไป|D070|4002| |                        |  |          |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D010|2301| |                        |  |          |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D010|4002| |                        |  |          |EA |              133 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D010|6007| |                        |  |          |EA |               44 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D020|2301| |                        |  |          |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D020|5001| |                        |  |          |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D030|4002| |                        |  |          |EA |              220 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D040|4002| |                        |  |          |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D040|6002| |                        |  |          |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D050|4002| |                        |  |          |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D050|6001| |                        |  |          |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D060|6001| |                        |  |          |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D060|6007| |                        |  |          |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D060|6008| |                        |  |          |EA |               51 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D060|6009| |                        |  |          |EA |               44 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D070|4002| |                        |  |          |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D090|6002| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D090|6003| |                        |  |          |EA |               54 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D100|4002| |                        |  |          |EA |               63 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D100|6003| |                        |  |          |EA |               51 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D100|6004| |                        |  |          |EA |               59 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D110|6002| |                        |  |          |EA |               78 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D110|6003| |                        |  |          |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D120|4002| |                        |  |          |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D120|6002| |                        |  |          |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0004     |เสาคอนกรีตชำรุด ขนาด 8-9 เมตร           |D130|4002| |                        |  |          |EA |               95 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D010|2201| |                        |  |          |EA |               35 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D010|2301| |                        |  |          |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D010|4002| |                        |  |          |EA |              293 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D010|6002| |                        |  |          |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D010|6007| |                        |  |          |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D020|5001| |                        |  |          |EA |              458 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D030|4002| |                        |  |          |EA |              537 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D040|4002| |                        |  |          |EA |               32 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D050|4002| |                        |  |          |EA |              213 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D060|4002| |                        |  |          |EA |              245 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D060|6001| |                        |  |          |EA |              618 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D060|6007| |                        |  |          |EA |               29 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D060|6008| |                        |  |          |EA |              380 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D060|6009| |                        |  |          |EA |              234 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D060|6010| |                        |  |          |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D070|4002| |                        |  |          |EA |              433 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D090|6001| |                        |  |          |EA |               36 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D090|6002| |                        |  |          |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D090|6003| |                        |  |          |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D100|4002| |                        |  |          |EA |               83 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D100|6003| |                        |  |          |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D100|6004| |                        |  |          |EA |               54 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D110|6002| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D110|6005| |                        |  |          |EA |                3 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D120|4002| |                        |  |          |EA |               28 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D120|6003| |                        |  |          |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|1-50-006-0005     |เสาคอนกรีตชำรุด ขนาด 12 เมตรขึ้นไป      |D130|4002| |                        |  |          |EA |              237 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0030     |ENAMELLED WIRE 12  SWG.                 |D010|8002| |                        |  |          |KG |           17.900 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0040     |ENAMELLED WIRE 13 SWG.                  |D010|8002| |                        |  |          |KG |               93 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0060     |ENAMELLED WIRE 15 SWG.                  |D010|8002| |                        |  |          |KG |          143.080 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0070     |ENAMELLED WIRE 16 SWG.                  |D010|8002| |                        |  |          |KG |          188.300 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0080     |ENAMELLED WIRE 17 SWG.                  |D010|8002| |                        |  |          |KG |           17.880 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0081     |ลวดทองแดงอาบน้ำยา CLASS 1(เบอร์ 17)     |D010|8002| |                        |  |          |KG |           32.850 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0110     |ENAMELLED WIRE 20 SWG.                  |D010|8002| |                        |  |          |KG |           25.620 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0130     |ลวดทองแดงอาบน้ำยา เบอร์ 22              |D010|8002| |                        |  |          |KG |           51.690 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0140     |ENAMELLED WIRE 23 SWG.                  |D010|8002| |                        |  |          |KG |          356.780 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0150     |ENAMELLED WIRE 24 SWG.                  |D010|8002| |                        |  |          |KG |            5.640 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0160     |ENAMELLED WIRE 25 SWG.                  |D010|8002| |                        |  |          |KG |          173.500 |                0 |                0 |                0 |                0 |                0 |
|2-11-001-0170     |ENAMELLED WIRE 26 SWG.                  |D010|8002| |                        |  |          |KG |           47.360 |                0 |                0 |                0 |                0 |                0 |
|2-11-002-0010     |COTTON COVERED WIRE 2X4 M**2            |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |          238.900 |                0 |
|2-11-002-0020     |COTTON COVERED WIRE 2X5 M**2            |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |              380 |                0 |
|2-11-002-0030     |COTTON COVERED WIRE 2X6 M**2            |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |              163 |                0 |
|2-11-002-0050     |COTTON COVERED 2X8 M**2                 |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |          224.700 |                0 |
|2-11-002-0060     |COTTON COVERED WIRE 2X10 M**2           |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |               82 |                0 |
|2-11-002-0080     |COTTON COVERED WIRE 4X10 M**2           |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |              156 |                0 |
|2-11-002-0130     |PAPER COVERED WIRE 1.6X8.5 M**2         |D010|8002| |                        |  |          |KG |                0 |                0 |                0 |                0 |               26 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D010|1004| |                        |  |          |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D010|1201| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D010|1301| |                        |  |          |EA |               40 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D010|2001| |                        |  |          |EA |              124 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D010|2004| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D010|8002| |                        |  |          |EA |              892 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D020|0003| |                        |  |          |EA |              110 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D020|2001| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D030|0022| |                        |  |          |EA |              259 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D030|1001| |                        |  |          |EA |               32 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D030|1601| |                        |  |          |EA |               46 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D030|2001| |                        |  |          |EA |              118 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D030|2601| |                        |  |          |EA |               58 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D040|0022| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D050|0024| |                        |  |          |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D050|1001| |                        |  |          |EA |                8 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D060|1001| |                        |  |          |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D060|1201| |                        |  |          |EA |               17 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D070|0022| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D070|1001| |                        |  |          |EA |               61 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D100|0201| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D100|2001| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D110|1001| |                        |  |          |EA |               68 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D110|2201| |                        |  |          |EA |               40 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D120|0022| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D120|0024| |                        |  |          |EA |              126 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D130|0022| |                        |  |          |EA |              160 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D130|1001| |                        |  |          |EA |               34 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0030     |SEALING RING J-250 A.                   |D130|2201| |                        |  |          |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D010|1004| |                        |  |          |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D010|1301| |                        |  |          |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D010|2001| |                        |  |          |EA |               69 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D010|2004| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D010|8002| |                        |  |          |EA |              505 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D020|0003| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D020|2001| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D030|0022| |                        |  |          |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D030|1001| |                        |  |          |EA |               19 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D030|1601| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D030|2001| |                        |  |          |EA |              109 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D030|2601| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D040|0022| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D050|0024| |                        |  |          |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D050|1001| |                        |  |          |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D060|0023| |                        |  |          |EA |               45 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D060|2401| |                        |  |          |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D070|1001| |                        |  |          |EA |              113 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D100|0201| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D100|2001| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D110|1001| |                        |  |          |EA |               57 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D110|2201| |                        |  |          |EA |               40 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D120|0022| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D120|0024| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D130|0022| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D130|1001| |                        |  |          |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0040     |SEALING RING J-630 A.                   |D130|2201| |                        |  |          |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D010|2001| |                        |  |          |EA |               32 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D010|2004| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D010|8002| |                        |  |          |EA |              660 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D020|0003| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D020|2001| |                        |  |          |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D030|2001| |                        |  |          |EA |              118 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D030|2601| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D050|0024| |                        |  |          |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D060|0022| |                        |  |          |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D060|2401| |                        |  |          |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D070|1001| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D110|1001| |                        |  |          |EA |               32 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D120|0024| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0050     |SEALING RING J-1,000 A.                 |D130|0022| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D010|2001| |                        |  |          |EA |              112 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D010|2004| |                        |  |          |EA |              130 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D010|8002| |                        |  |          |EA |              215 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D020|0003| |                        |  |          |EA |              130 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D020|2001| |                        |  |          |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D030|0022| |                        |  |          |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D030|2001| |                        |  |          |EA |              120 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D030|2601| |                        |  |          |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D060|0022| |                        |  |          |EA |              105 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D060|2401| |                        |  |          |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D070|0022| |                        |  |          |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D070|1001| |                        |  |          |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D110|0022| |                        |  |          |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D110|1001| |                        |  |          |EA |               76 |                0 |                0 |                0 |                0 |                0 |
|2-11-005-0060     |SEALING RING J-2,000 A.                 |D120|0024| |                        |  |          |EA |              130 |                0 |                0 |                0 |                0 |                0 |
